paragraph_id,risk_category,y_true,y_pred,y_score,model,contract_title,paragraph,paragraph_length,risk_categories,cuad_categories,text_preview,error_type
97b3c92c24bc,ip_risk,1,0,0.07093952840902464,tfidf_logistic_regression,PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"Upon the death of the Employee while this Agreement is in force, the Employee's beneficiary as named in the Beneficiary Designation Form on page 6 (or as it may be amended according to the terms set forth on page 6) for this Agreement will be entitled to receive from the Policy proceeds an amount equal to the lesser of: (a) (two (2) times the Employee's annualized base salary at the time of death as provided by the Employer's payroll department) plus $100,000, reduced by any amount payable under the Employer's group term life insurance plan, or (b) the Net Amount At Risk. The Employer shall be the beneficiary of the remaining death proceeds of the policy after the Employee's interest is determined. Within 60 days after the death of the Employee, the Employer will provide to the ""Insurer"" a written statement indicating the amount of each policy's proceeds the Employee's beneficiary is entitled to receive.",155,['ip_risk'],['Third Party Beneficiary'],"Upon the death of the Employee while this Agreement is in force, the Employee's beneficiary as named in the Beneficiary Designation Form on page 6 (or as it may be amended according to the terms set forth on page 6) for this Agreement will be entitled to receive from the Policy proceeds an amount equal to the lesser of: (a) (two (2) times the Employee's annualized base salary at the time of death as provided by the Employer's payroll department) plus $100,000, reduced by any amount payable under",false_negative
c678b9ce8cf6,ip_risk,1,0,0.05071616415557578,tfidf_logistic_regression,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1,"(b) Notification of Claims If any matter or thing contemplated by Section 11(a) (any such matter or thing being referred to as a ""Claim"") is asserted against any person or company in respect of which indemnification is or might reasonably be considered to be provided, such person or company (the ""Indemnified Party"") will notify the Corporation as soon as possible of the nature of such Claim (but the omission so to notify the Corporation of any potential Claim shall not relieve the Corporation from any liability which they may have to any Indemnified Party and any omission so to notify the Corporation of any actual Claim shall affect the Corporation's liability only to the extent that the Corporation is materially prejudiced by that failure). The Corporation shall assume the defence of any suit brought to enforce such Claim, provided, however, that (i) the defence shall be conducted through legal counsel acceptable to the Indemnified Party, acting reasonably, and (ii) no settlement of any such Claim or admission of liability may be made by the Corporation without the prior written consent of the Indemnified Party, acting reasonably, unless such settlement includes an unconditional release of the Indemnified Party from all liability arising out of such action or claim and does not include a statement as to or an admission of fault, culpability or failure to act, by or on behalf of any Indemnified Party. (c) Right of Indemnity in Favour of Others With respect to any Indemnified Party who is not a party to this Agreement, the Agents shall obtain and hold the rights and benefits of this Section 11 in trust for and on behalf of such Indemnified Party. (d) Retaining Counsel In any such Claim, the Indemnified Party shall have the right to retain one separate counsel to act on his or its behalf, provided that the fees and disbursements of such counsel shall be paid by the Indemnified Party unless: (i) the Corporation and the Indemnified Party shall have mutually agreed in writing to the retention of the other counsel; (ii) the named parties to any such Claim (including any added third or impleaded party) include both the Indemnified Party and the Corporation and the Indemnified Party shall have been advised in writing by counsel to the Indemnified Party that the representation of both parties by the same counsel would be inappropriate due to an actual or potential conflict of interest between the Corporation and the Indemnified Party; or (iii) the Corporation shall not have retained counsel within seven Business Days following receipt by the Corporation of notice of any such Claim from the Indemnified Party; provided that the Corporation shall not be responsible for the fees or expenses of more than one legal firm in any single jurisdiction for all of the Indemnified Parties. 24",468,['ip_risk'],['Third Party Beneficiary'],"(b) Notification of Claims If any matter or thing contemplated by Section 11(a) (any such matter or thing being referred to as a ""Claim"") is asserted against any person or company in respect of which indemnification is or might reasonably be considered to be provided, such person or company (the ""Indemnified Party"") will notify the Corporation as soon as possible of the nature of such Claim (but the omission so to notify the Corporation of any potential Claim shall not relieve the Corporation fr",false_negative
c509ac66941d,ip_risk,1,0,0.027378767947159405,tfidf_logistic_regression,EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,4. Advertising Sales. Programmer shall not separately sell advertising time on the HD2 Channel but may market the WLIB Programs as being rebroadcast on the HD2 Channel.,27,['ip_risk'],['License Grant'],4. Advertising Sales. Programmer shall not separately sell advertising time on the HD2 Channel but may market the WLIB Programs as being rebroadcast on the HD2 Channel.,false_negative
fcf53558bb1a,ip_risk,1,0,0.018107863515166807,tfidf_logistic_regression,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,"hereof, neither party may bring a claim or action regardless of form, arising out of or related to this Agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or becomes known, whichever is later.",43,['ip_risk' 'liability_risk'],['Cap On Liability' 'Uncapped Liability' 'Covenant Not To Sue'],"hereof, neither party may bring a claim or action regardless of form, arising out of or related to this Agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or becomes known, whichever is later.",false_negative
7d86666b6b87,ip_risk,1,0,0.012175098146535415,tfidf_logistic_regression,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,6.5. TWO YEAR LIMITATION. Except for claims under Sections 9.4 [INDEMNIFICATION BY IMPRESSE] and 9.5 [INDEMNIFICATION BY VERTICALNET],18,['ip_risk' 'liability_risk'],['Cap On Liability' 'Uncapped Liability' 'Covenant Not To Sue'],6.5. TWO YEAR LIMITATION. Except for claims under Sections 9.4 [INDEMNIFICATION BY IMPRESSE] and 9.5 [INDEMNIFICATION BY VERTICALNET],false_negative
cf81cfcad8cd,liability_risk,1,0,0.14608730142984405,tfidf_logistic_regression,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"BUYOUT OPTION: Within the Warranty period, LICENSEE may elect to pay D2 a sum of $1,400,000 as a one time paid-up runtime license fees for the Basic Services specified in Exhibit A.",32,['liability_risk'],['Liquidated Damages'],"BUYOUT OPTION: Within the Warranty period, LICENSEE may elect to pay D2 a sum of $1,400,000 as a one time paid-up runtime license fees for the Basic Services specified in Exhibit A.",false_negative
501a354cbb9e,liability_risk,1,0,0.012515454632604034,tfidf_logistic_regression,"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","in (a) or (b) above, the otherwise applicable royalty rate with respect to Products shall thereafter be [ * ] for the [ * ].",25,['liability_risk'],['Liquidated Damages'],"in (a) or (b) above, the otherwise applicable royalty rate with respect to Products shall thereafter be [ * ] for the [ * ].",false_negative
2c24fc0f004a,renewal_expiration,1,0,0.4966698856771874,tfidf_logistic_regression,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,"ARTICLE 8 TERM 8.1 Term. Subject to the other provisions of this Agreement, the term of this Agreement shall commence on the Effective Date and shall remain in effect until terminated by either Party upon thirty (30) days' prior written notice. 8.2 Remedies Cumulative. Each Party shall have any and all remedies available to it under this Agreement, at law, or in equity for any breach by the other Party of the other Party's obligations under this Agreement. All such remedies are cumulative, not exclusive, and such Party may exercise any or all of such remedies in addition to or as an alternative to termination of the Term. No election of remedies shall be required or implied as the result of a Party's decision to avail itself of a remedy hereunder. ARTICLE 9 TITLE AND CUSTODY 9.1 Title. A nomination of Crude Petroleum shall be deemed a warranty of title to such Crude Petroleum by Shipper, or a warranty of the good right to deliver such Crude Petroleum for transportation hereunder. Transporter may, in the absence of adequate security, decline to receive any Crude Petroleum which is in litigation, or as to which a dispute over title may exist, or which is encumbered by any lien. By nominating Crude Petroleum, Shipper also agrees to be responsible for any and all losses resulting from disputes, encumbrances, or failure of title thereto. Neither acceptance for transportation, nor redelivery by Transporter at the Delivery Point shall be deemed a representation by Transporter as to title. 9.2 Custody. As among the Parties, Shipper shall be in custody, control and possession of the Crude Petroleum affected by this Agreement at all times prior to delivery to Transporter at the Receipt Point and after redelivery by Transporter at the Delivery Point and Transporter shall have custody and control of the Crude Petroleum affected by this Agreement at all times after delivery by Shipper at the Receipt Point and prior to redelivery by Transporter at the Delivery Point. ARTICLE 10 BILLING AND PAYMENT 10.1 Payment. All payments are due within 10 days of receipt of the invoice by ACH or wire transfer, unless the Transporter determines in a manner not unreasonably discriminatory that the financial condition of Shipper or Shipper's guarantor (if any) is or has become impaired or unsatisfactory or Transporter determines in a manner not unreasonably discriminatory it necessary to do so, in which case the payment due date shall be that specified in a written notice to the Shipper. Notwithstanding the foregoing, Shipper may withhold payment of amounts it disputes in good faith, provided that if any such amount is later determined to have been due Transporter Section 10.2 below shall apply to such amount.",451,['renewal_expiration' 'termination_risk'],"['Renewal Term' 'Termination For Convenience'
 'Notice Period To Terminate Renewal' 'Expiration Date']","ARTICLE 8 TERM 8.1 Term. Subject to the other provisions of this Agreement, the term of this Agreement shall commence on the Effective Date and shall remain in effect until terminated by either Party upon thirty (30) days' prior written notice. 8.2 Remedies Cumulative. Each Party shall have any and all remedies available to it under this Agreement, at law, or in equity for any breach by the other Party of the other Party's obligations under this Agreement. All such remedies are cumulative, not e",false_negative
f501356ca679,renewal_expiration,1,0,0.3982664230205829,tfidf_logistic_regression,"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT","INITIAL DISTRIBUTION PERIOD: April 15, 2000 through October 15, 2000 (6 Months from the Effective Date)",16,['renewal_expiration'],['Expiration Date'],"INITIAL DISTRIBUTION PERIOD: April 15, 2000 through October 15, 2000 (6 Months from the Effective Date)",false_negative
9b7f1dc6bcce,renewal_expiration,1,0,0.37616782797058623,tfidf_logistic_regression,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,"3. The Distributor accepts the appointment and shall use its commercially reasonable efforts to promote, market and sell the Products within the Territory, devote such time and attention as may be reasonably necessary and abide by the Principal's policies. 4. The Principal shall maintain the right to contact and market its products to potential customers in the Territory; but agrees to pass on all sales leads and orders to the Distributor. 5. The parties agree that the list of Products and/or prices may be amended from time to time. The Principal may unilaterally remove Products from the catalog or change prices. Additions to the Products shall be by mutual agreement. However, in the event the Distributor rejects a new product addition to the product list, the Principal shall then retain the right to market and distribute the new product that is rejected by the Distributor. 6. Unless accepted by the Principal, the Distributor agrees that during the term of this Agreement, the Distributor, either directly or indirectly, shall handle no products that are competitive with the Products within the Territory. 7. The Distributor shall obtain at its own expense, all necessary licenses and permits to allow the Distributor to conduct business as contemplated herein. The Distributor represents and warrants that the Distributor shall conduct business in strict conformity with all local, state and federal laws, rules and regulations. 8. The Principal agrees that the Distributor may employ or engage representatives or sub-distributors in furtherance of this Agreement and the Distributor agrees that the Distributor shall be solely responsible for the payment of wages or commissions to those representatives and sub-distributors, and that under no circumstances shall Distributor's representatives be deemed employees of Principal for any purpose whatsoever. 9. Principal will grant Distributor a discount based on the Products and Prices. The proposed discount is expected to be ¨%. Discount may vary depending on product volume ordered or promotions. 10. This Agreement shall be in effect until March 18. 2021, unless sooner terminated by either party upon (30) days written notice, without cause. 11. In the event of termination, the Distributor shall be entitled to receive all orders accepted by the Principal prior to the date of termination and may sell the ordered Products in the Territory. Payment to be made upon shipment.",382,['exclusivity' 'renewal_expiration' 'termination_risk'],"['Termination For Convenience' 'Post-Termination Services' 'Non-Compete'
 'Expiration Date']","3. The Distributor accepts the appointment and shall use its commercially reasonable efforts to promote, market and sell the Products within the Territory, devote such time and attention as may be reasonably necessary and abide by the Principal's policies. 4. The Principal shall maintain the right to contact and market its products to potential customers in the Territory; but agrees to pass on all sales leads and orders to the Distributor. 5. The parties agree that the list of Products and/or pr",false_negative
027b31393ad5,renewal_expiration,1,0,0.3209728259849649,tfidf_logistic_regression,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,"13.2. The Agreement rests, for all that, cancellable at any time by any of the parties before the expiry date of the Agreement or any of itsrenewals, upon three months prior written notice.",33,['renewal_expiration' 'termination_risk'],['Termination For Convenience' 'Notice Period To Terminate Renewal'],"13.2. The Agreement rests, for all that, cancellable at any time by any of the parties before the expiry date of the Agreement or any of itsrenewals, upon three months prior written notice.",false_negative
3267ae070440,renewal_expiration,1,0,0.3140994145167327,tfidf_logistic_regression,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT","1.6 Each such Distribution Agreement shall set out the customary terms and conditions for the sale and distribution of the respective Tranche, including customary representations, warranties, covenants and indemnification provisions. For the avoidance of doubt, each Distribution Agreement shall include provisions to the following effect: (i) GWG shall have no responsibility for the payment of fees or commissions payable to the Bank, which fees and commissions shall be the responsibility of certain affiliates of the Seller Trusts as set forth in the applicable Distribution Agreement; and (ii) each of GWG and the Seller Trusts shall agree to provide a customary indemnity in favor of the Bank and its affiliates. 1.7 If, in connection with the marketing, sale and distribution of a Tranche, the Bank determines that the number of Shares of Stock proposed to be included in the Tranche exceeds the number that can reasonably be sold, then the number of Shares of Stock shall be reduced accordingly on a pro-rata basis with respect to each of the Seller Trusts. 1.8 Prior to the offering of each Tranche, GWG shall provide the placement agents or underwriters in such Offering a list of the top 100 institutional holders of the Common Stock. In connection with any Offering, the Seller Trusts shall instruct the placement agents or underwriters to use their reasonable best efforts to (i) effect as wide a distribution of the Shares as is reasonably practicable without adversely affecting the pricing thereof and (ii) not sell any Shares to any person or Group (as such terms is used in Section 13(d)(3) of the Securities Exchange Act of 1934, as amended (the ""Exchange Act"")) who, upon completion of the Offering, would have Beneficial Ownership (as defined in Rule 13d-3 under the Exchange Act) of shares of Common Stock representing in the aggregate 5.0% or more the total number of outstanding shares of Common Stock (or in the case of a person of the type described in Rule 13d-1(b)(1)(i) under the Exchange Act, 10% or more of the Total Voting Power). Section 2. Compensation. The Engagement Letter shall provide that the Bank shall not be entitled to any compensation for its advice hereunder or reimbursement of its expenses in connection with this OMA and shall only be entitled to compensation in connection with an Offering as provided in the Engagement Letter and related Distribution Agreement with respect to such Offering. Section 3. [Reserved] Section 4. General Provisions. 4.1 Term; Termination; Withdrawal of Bank. (a) This OMA shall expire upon the earlier of (i) the first anniversary of the Effective Date and (ii) the date that all Shares of Stock of the Seller Trusts as set forth on Schedule A hereto have been sold (the ""Term"").",453,['renewal_expiration'],['Expiration Date'],"1.6 Each such Distribution Agreement shall set out the customary terms and conditions for the sale and distribution of the respective Tranche, including customary representations, warranties, covenants and indemnification provisions. For the avoidance of doubt, each Distribution Agreement shall include provisions to the following effect: (i) GWG shall have no responsibility for the payment of fees or commissions payable to the Bank, which fees and commissions shall be the responsibility of certa",false_negative
136a9d716514,renewal_expiration,1,0,0.2642011749536798,tfidf_logistic_regression,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,"ARTICLE 3. REPRESENTATIONS AND WARRANTIES 3.1. Licensee accepts this license on an ""as is"" basis. Licensee acknowledges that Licensor makes no explicit or implicit representation or warranty as to the registrability, validity, enforceability, ownership of the Licensed Mark, or as to Licensee's ability to use the Licensed Mark without infringing or otherwise violating the rights of others, and Licensor has no obligation to indemnify Licensee with respect to any claims arising from Licensee's use of the Licensed Mark, including without limitation any Third Party Claim. 3.2. Mutual Representations. Each party hereby represents and warrants to the other party as follows: (a) Due Authorization. Such party is a limited liability company duly formed or a corporation duly incorporated, as applicable, and is in good standing as of the Effective Date, and the execution, delivery and performance of this Agreement by such party have been duly authorized by all necessary action on the part of such party. (b) Due Execution. This Agreement has been duly executed and delivered by such party and, upon due authorization, execution and delivery of this Agreement by the other party, constitutes a legal, valid and binding obligation of such party, enforceable against such party in accordance with its terms. (c) No Conflict. Such party's execution, delivery and performance of this Agreement do not: (i) violate, conflict with or result in the breach of any provision of the operating agreement, charter or bylaws (or similar organizational documents) of such party; (ii) conflict with or violate any governmental order applicable to such party or any of its assets, properties or businesses; or (iii) conflict with, result in any breach of, constitute a default (or event which with the giving of notice or lapse of time, or both, would become a default) under, require any consent under, or give to others any rights of termination, amendment, acceleration, suspension, revocation or cancellation of any contract, agreement, lease, sublease, license, permit, franchise or other instrument or arrangement to which it is a party. ARTICLE 4. TERM AND TERMINATION 4.1. Term. This Agreement shall expire if the Investment Advisor or one of its affiliates ceases to serve as investment adviser to the Licensee. This Agreement shall be terminable by Licensor at any time and in its sole discretion in the event that Licensor or Licensee receives notice of any Third Party Claim arising out of Licensee's use of the Licensed Mark; by Licensor or Licensee upon sixty (60) days' written notice to the other party; or by Licensee at any time in the event Licensee assigns or attempts to assign or sublicense this Agreement or any of Licensee's rights or duties hereunder without the prior written consent of Licensor.",446,['change_of_control' 'renewal_expiration' 'termination_risk'],['Termination For Convenience' 'Anti-Assignment' 'Expiration Date'],"ARTICLE 3. REPRESENTATIONS AND WARRANTIES 3.1. Licensee accepts this license on an ""as is"" basis. Licensee acknowledges that Licensor makes no explicit or implicit representation or warranty as to the registrability, validity, enforceability, ownership of the Licensed Mark, or as to Licensee's ability to use the Licensed Mark without infringing or otherwise violating the rights of others, and Licensor has no obligation to indemnify Licensee with respect to any claims arising from Licensee's use ",false_negative
80d6030a854a,renewal_expiration,1,0,0.2201243230378778,tfidf_logistic_regression,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"For a renewable one-year term commencing upon the Maintenance Commencement Date, subject to payment of maintenance fees in accordance with the Fee Schedule but without additional fees or charges, Garman shall provide the following Maintenance Services:",36,['renewal_expiration'],['Renewal Term'],"For a renewable one-year term commencing upon the Maintenance Commencement Date, subject to payment of maintenance fees in accordance with the Fee Schedule but without additional fees or charges, Garman shall provide the following Maintenance Services:",false_negative
909536cc6785,renewal_expiration,1,0,0.2167209302286742,tfidf_logistic_regression,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,"15. TERMINATION OF EMPLOYMENT 15.1 The Appointment may be terminated by either party giving the other at least 12 months' notice in writing. 15.2 The Company may in its sole and absolute discretion (whether or not any notice of termination has been given under sub clause 15.1) terminate this Agreement at any time and with immediate effect by giving notice in writing to the Executive that the Company is exercising its rights pursuant to this clause 15. If the Company elects to terminate the Executive's employment in this way, it will make, within 30 days, either the first instalment (of equal monthly instalments) of a, or an entire, payment in lieu of notice (Payment in Lieu) equal to the basic salary, benefit allowance and any benefits, as at the Termination Date, which the Executive would have been entitled to receive under this Agreement during the notice period referred to at sub clause 15.1 (or, if notice has already been given, during the remainder of the notice period), less all relevant deductions for income tax and National Insurance contributions. For the avoidance of doubt, the Payment in Lieu shall not include any element in relation to: (a) any bonus or discretionary payment(s) that might otherwise have been due during the period for which the Payment in Lieu is made; and (b) any payment in respect of any holiday entitlement that would have accrued during the period for which the Payment in Lieu is made. 15.3 The Company may pay any sums due under sub clause 15.2 in equal monthly instalments until the date on which the notice period referred to at sub clause 15.1 would have expired if notice had been given (the Payment Period). 15.4 The Payment in Lieu is at all times conditional on the Executive informing the Company immediately in the event that he receives, or has a right to receive, remuneration from any source in respect of his employment or the provision of his services during the Payment Period or relating to the Payment Period (remuneration shall include any salary, fee or other benefit). 15.5 If the Executive obtains alternative employment or an alternative engagement during the Payment Period any further monthly instalments of the Payment in Lieu will be reduced on a pro rata basis by any payment or remuneration in respect of such alternative employment or alternative engagement during the Payment Period or relating to the Payment Period. 15.6 The Executive shall have no right to receive a Payment in Lieu unless the Company has exercised its discretion in sub clause 15.2. 15.7 Nothing in this clause 15 shall prevent the Company from terminating the Appointment in breach of contract or of common law.",449,['renewal_expiration' 'termination_risk'],['Termination For Convenience' 'Expiration Date'],15. TERMINATION OF EMPLOYMENT 15.1 The Appointment may be terminated by either party giving the other at least 12 months' notice in writing. 15.2 The Company may in its sole and absolute discretion (whether or not any notice of termination has been given under sub clause 15.1) terminate this Agreement at any time and with immediate effect by giving notice in writing to the Executive that the Company is exercising its rights pursuant to this clause 15. If the Company elects to terminate the Execu,false_negative
0e4fed2a49ae,renewal_expiration,1,0,0.2094718764661667,tfidf_logistic_regression,"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT","This Amendment shall only become effective upon the VNBJ Closing with respect to Article 1.1 and the VNBZ Closing with respect to Article 1.2, and shall terminate without any force or effect in the event that the VNBJ SPA and the VNBZ SPA are terminated in accordance with the terms thereof.",51,['renewal_expiration'],['Expiration Date'],"This Amendment shall only become effective upon the VNBJ Closing with respect to Article 1.1 and the VNBZ Closing with respect to Article 1.2, and shall terminate without any force or effect in the event that the VNBJ SPA and the VNBZ SPA are terminated in accordance with the terms thereof.",false_negative
c9c4c6c7bf26,renewal_expiration,1,0,0.18424354339026316,tfidf_logistic_regression,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,"Responsibility of and Indemnification by Agency: Contractor agrees to indemnify and hold Company, its officers, directors, agents and employees harmless from and against any claims, liabilities, losses, costs, expenses, or the like, including reasonable attorneys' fees, incurred in respect to any material breach by Contractor hereof or Contractor's negligence and/or intentional wrongdoing in connection with the services. Responsibility of and Indemnification by Company: Company agrees to indemnify and hold Contractor, its officers, managers, directors, agents and employees harmless from and against any claims, liabilities, losses, costs, expenses, or the like, including reasonable attorneys' fees, incurred in respect to any material breach by Company of this Agreement or Company's negligence and/or intentional wrongdoing in connection with the services. Company shall be responsible for the accuracy, completeness and propriety of information concerning its products and services that it furnishes to Contractor in connection with the performance of the services. 3. Expenses and Fees. · Company agrees to pay or prepay advertising, graphic design and printing expenses either directly to the respective vendors or to the Contractor as required. The Company will pay the Contractor the difference between the published gross rates and the net rates for all advertisements, graphic design services or printing services or an equivalent mark-up. All Contractor fees will be subject to the approval of the Company. · Refunds: Contractor shall refund or credit Company any other refunds received in connection with advertisements. · Other Marketing Expenses. Subject to its prior approval, the Company agrees to pay Contractor for all reasonable out of pocket, non-media charge marketing expenses related to the development and production of all direct marketing and promotional materials. 5. Termination. · Period of Services: The services described herein to be provided by Agency shall begin upon execution and delivery of the Outsourcing Agreement and shall continue until termination of Contractor's activities to administer the Notes thereunder. · Payment for Purchases and Work Done: Any materials, services, etc. Contractor has committed to purchase for Company's account, or with Company's approval (or any uncompleted work previously approved by Company either specifically or as part of a plan) prior to termination of the Services shall be paid for by Company in accordance with the provisions of this Agreement. 23",370,['renewal_expiration'],['Expiration Date'],"Responsibility of and Indemnification by Agency: Contractor agrees to indemnify and hold Company, its officers, directors, agents and employees harmless from and against any claims, liabilities, losses, costs, expenses, or the like, including reasonable attorneys' fees, incurred in respect to any material breach by Contractor hereof or Contractor's negligence and/or intentional wrongdoing in connection with the services. Responsibility of and Indemnification by Company: Company agrees to indemni",false_negative
f44cdb02e8a0,renewal_expiration,1,0,0.1684044933977191,tfidf_logistic_regression,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,This Agreement will remain in force for perpetuity or until and unless otherwise mutually agreed or amended in writing by both parties.,22,['renewal_expiration'],['Expiration Date'],This Agreement will remain in force for perpetuity or until and unless otherwise mutually agreed or amended in writing by both parties.,false_negative
2d018fb4ed5c,renewal_expiration,1,0,0.13747905621523446,tfidf_logistic_regression,HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,"Exhibit 10.14 SOFTWARE MAINTENANCE AGREEMENT This Software Maintenance Agreement (the ""Agreement"") is entered into as of October 13, 2016, between Leader Act Ltd HK (""LEADER""), a Nevada Corporation, (hereinafter referred to as ""Leader""), and EZJR, Inc. a Nevada corporation, (hereinafter referred to as ""EZJR""). WHEREAS, EZJR currently owns a Customer Relationship Management (""CRM"") software program as developed by LEADER; and WHEREAS, upon the purchase of the software EZJR entered into an agreement for LEADER to maintain the software for a period of two years after which LEADER was be paid by EZJR to service and maintain the software; and WHEREAS, this previous agreement expired on May 28, 2016; NOW THEREFORE, in consideration of the mutual agreements, representations and warranties in this Agreement, the parties agree as follows: 1. EXTENSION OF SERVICE AGREEMENT. Subject to all other terms and conditions set forth herein, as of the date of this agreement, LEADER maintain the software for an additional five years. 2. COMPENSATION TO LEADER. The compensation to LEADER shall be: 3,000,000 shares of EZJR's unregistered restricted common stock which shall be issuable upon the closing; 3. LEADER' REPRESENTATIONS AND WARRANTIES. LEADER represents and warrants to EZJR as follows: A. LEADER is a corporation duly organized, validly existing, and in good standing under the laws of the Nevada. Leader has all requisite corporate power and authority to enter into this Agreement and perform its obligations hereunder. B. The execution, delivery, and performance of this Agreement has been duly authorized and approved by the Board of Directors of LEADER, and this Agreement constitutes a valid and binding Agreement of LEADER in accordance with its terms. C. LEADER has not employed any broker or finder in connection with the transaction contemplated by this Agreement and has taken no action that would give rise to a valid claim against any party for a brokerage commission, finder's fee, or other like payment. D. LEADER has not employed any broker or finder in connection with the transactions contemplated by this Agreement, or taken action that would give rise to a valid claim against any party for a brokerage commission, finder's fee, or other like payment.",357,['renewal_expiration'],['Expiration Date'],"Exhibit 10.14 SOFTWARE MAINTENANCE AGREEMENT This Software Maintenance Agreement (the ""Agreement"") is entered into as of October 13, 2016, between Leader Act Ltd HK (""LEADER""), a Nevada Corporation, (hereinafter referred to as ""Leader""), and EZJR, Inc. a Nevada corporation, (hereinafter referred to as ""EZJR""). WHEREAS, EZJR currently owns a Customer Relationship Management (""CRM"") software program as developed by LEADER; and WHEREAS, upon the purchase of the software EZJR entered into an agreeme",false_negative
