paragraph_id,risk_category,y_true,y_pred,y_score,model,contract_title,paragraph,paragraph_length,risk_categories,cuad_categories,text_preview,error_type
d0fefeb879cc,change_of_control,0,1,0.7262954403636679,tfidf_logistic_regression,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT","Each Party agrees that the provisions of this Agreement shall be treated as Confidential Information and that no reference shall be made thereto without the prior written consent of the other Party (which consent shall not be unreasonably withheld) except (a) to its accountants, banks, financing sources, lawyers and other professional advisors, provided that such parties undertake in writing (or are otherwise bound by rules of professional conduct) to keep such information strictly confidential, (b) in connection with the enforcement of this Agreement, (c) in connection with a merger, acquisition or proposed merger or acquisition, or (d) pursuant to joint press releases prepared in good faith or (e) as permitted under Section 8.2. The Parties will consult with each other, in advance, with regard to the terms of all proposed press releases, public announcements and other public statements with respect to the transactions contemplated hereby. 8.4 Termination. Upon termination of this Agreement, all Confidential Information shall be returned to the disclosing Party or destroyed unless otherwise specified or permitted elsewhere under this Agreement or as otherwise mutually agreed upon by the Parties. The confidentiality obligations contained in this Section 8 shall survive termination of this Agreement for a period of three years. 8.5 Injunction. Each Party acknowledges and agrees that the provisions of this Section 8 are reasonable and necessary to protect the other Party's interests in its Confidential Information, that any breach of the provisions of this Section 8 may result in irreparable harm to such other Party, and in such event the exact amount of damages is now and will be difficult to ascertain and the remedies at law for any such failure would not be reasonable or adequate. Accordingly, in the event of any breach or threatened breach of the provisions of this Section 8 by a Party hereto, the other Party, in addition to any other relief available to it at law, in equity or otherwise, shall be entitled to seek temporary and permanent injunctive relief restraining the breaching Party from engaging in and/or continuing such conduct, without the necessity of proving actual damages or posting a bond or other security. Further, the prevailing Party in any such injunctive action shall be entitled to payment from the other Party of the reasonable attorneys' fees and costs incurred in such proceeding. 9. REPRESENTATIONS AND WARRANTIES. 9.1 By ISA. ISA hereby represents, covenants and warrants to Rubicon that: 9.1.1 It has the corporate power to enter into this Agreement; 9.1.2 It has the right to perform its obligations this Agreement; 9.1.3 When executed and delivered by it, this Agreement will constitute a legal, valid and binding obligation of it, enforceable against it in accordance with this Agreement's provisions;",450,[],[],"Each Party agrees that the provisions of this Agreement shall be treated as Confidential Information and that no reference shall be made thereto without the prior written consent of the other Party (which consent shall not be unreasonably withheld) except (a) to its accountants, banks, financing sources, lawyers and other professional advisors, provided that such parties undertake in writing (or are otherwise bound by rules of professional conduct) to keep such information strictly confidential,",false_positive
3263be608497,change_of_control,0,1,0.7249417194159713,tfidf_logistic_regression,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,"1.19 ""Change of Control"" means, with respect to Vyera, (a) the sale of all or substantially all of its assets; (b) any merger, consolidation or acquisition of Vyera, by or into another Person; and/or (c) any change in the ownership of more than fifty percent (50%) of the voting capital stock of Vyera or its direct or indirect parent entities, other than: (i) transactions involving solely Vyera (or an Affiliate, as applicable) and/or one or more Affiliates, on the one hand, and one or more of Vyera's (or an Affiliate's, as applicable) Affiliates, on the other hand, and/or (ii) transactions in which the stockholders of Vyera (or an Affiliate, as applicable) immediately prior to such transaction hold at least fifty percent (50%) of the voting power of the surviving company or ultimate parent company of the surviving company; in each of clauses (a)-(c), in one or more related transactions.",149,[],[],"1.19 ""Change of Control"" means, with respect to Vyera, (a) the sale of all or substantially all of its assets; (b) any merger, consolidation or acquisition of Vyera, by or into another Person; and/or (c) any change in the ownership of more than fifty percent (50%) of the voting capital stock of Vyera or its direct or indirect parent entities, other than: (i) transactions involving solely Vyera (or an Affiliate, as applicable) and/or one or more Affiliates, on the one hand, and one or more of Vye",false_positive
b831a259f652,change_of_control,0,1,0.7243648844781554,tfidf_logistic_regression,EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,"24. Successors and Assigns. Subject to the provisions of Section 15 above, this Agreement shall be binding and inure to the benefit of Licensee and its successors and assigns and Programmer and its permitted successors and assigns.",37,[],[],"24. Successors and Assigns. Subject to the provisions of Section 15 above, this Agreement shall be binding and inure to the benefit of Licensee and its successors and assigns and Programmer and its permitted successors and assigns.",false_positive
80ddb2468d5f,change_of_control,0,1,0.7219413596865963,tfidf_logistic_regression,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,3.7. Distributor shall not make any modifications to the Products without prior written consent of Vendor;,16,[],[],3.7. Distributor shall not make any modifications to the Products without prior written consent of Vendor;,false_positive
36d78e4c5081,change_of_control,0,1,0.7053200038375519,tfidf_logistic_regression,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,"restriction of the third party's right to disseminate the information and without notice of any restriction against its further disclosure; or (c) produced under order of a court of competent jurisdiction or other similar requirement of a governmental agency or authority, so long as the party required to disclose the information provides the other party with prior notice of such order or requirement and its cooperation to the extent reasonable in preserving its confidentiality. Because damages may be difficult to ascertain, and without limiting any other rights and remedies specified herein, an injunction may be sought against the party who has breached or threatened to breach this Section. ARTICLE VIII TERM AND TERMINATION Section 8.01 Effective Date of this Agreement. This Agreement shall become effective as of the date first set forth above, and shall continue in full force and effect until terminated as provided below. Section 8.02 Termination. The Company or the Contractor may terminate this Agreement at any time in whole or in part as more specifically provided below, and in such case, the Contractor will be paid fees incurred up to the date of such termination plus its expenses accrued as of such date within 30 days of such termination. The Company will have the ability to terminate this Agreement by giving 60 days' prior written notice to the Contractor. The Contractor will have the ability to terminate this Agreement by giving 90 days' prior written notice to the Company. Section 8.03 Termination Without Termination of Offering. Anything to the contrary notwithstanding, the termination of this Agreement shall not prevent the Company from commencing or cause the Company to terminate the Offering. In the event this Agreement is terminated without a termination of the Offering, then the Company, or its agents, shall be entitled to use all materials developed by the Contractor related to the Notes as provided elsewhere herein. ARTICLE IX MISCELLANEOUS Section 9.01 Survival. The respective indemnity and contribution agreements of the Company and the Contractor set forth herein and the respective representations, warranties, covenants and agreements of the Company and the Contractor set forth herein, shall remain operative and in full force and effect, regardless of any investigation made by, or on behalf of, the Contractor, the Company, any of its officers and directors, or any controlling person referred to in Article VII and shall survive the sale of the Notes and any termination or cancellation of this Agreement. Any successor of any party or of any such controlling person, or any legal representative of such controlling person, as the case may be, shall be entitled to the benefit of the respective indemnity and contribution agreements. Section 9.02 Notices.",445,['ip_risk' 'renewal_expiration' 'termination_risk'],['Termination For Convenience' 'Third Party Beneficiary' 'Expiration Date'],"restriction of the third party's right to disseminate the information and without notice of any restriction against its further disclosure; or (c) produced under order of a court of competent jurisdiction or other similar requirement of a governmental agency or authority, so long as the party required to disclose the information provides the other party with prior notice of such order or requirement and its cooperation to the extent reasonable in preserving its confidentiality. Because damages m",false_positive
21df85542321,change_of_control,0,1,0.7018559239165036,tfidf_logistic_regression,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,"11.3. Liability Cap. Without affecting Section 10 or the respective obligations of the parties under the Confidentiality Agreement and except for any liability (i) relating to any breach associated with the unauthorized use of Intellectual Property, (ii) arising from the intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or regulation, the total aggregate liability of one party to another party for any claim relating to any breach of this Agreement (or any Purchase Order or other agreement entered into in connection with this Agreement) (a ""Claim"") shall be limited to the aggregate amount of the purchase prices paid by Distributor to Accuray for Products pursuant to this Agreement (or any Purchase Order or other Agreement entered into in connection with this Agreement) during the twelve calendar months preceding the date of the notification to the other party of such Claim less any amounts paid or payable in respect of any other Claim of which the other party was notified during such twelve month period. 11.4. Notice; No Waiver. Each party shall not unreasonably delay notification to the other party of any Claim. Nothing in this Section 11 shall be deemed a waiver by any party of any right to injunctive relief to the extent it is available to such party. 12. MISCELLANEOUS PROVISIONS 12.1. Governing Law. This Agreement shall be governed by, and construed in accordance with, the laws of the Federal Republic of Germany excluding the United Nations Convention on Contracts of International Sale of Goods (CISG) and the provisions of German private international law. 12.2. Modification. Notwithstanding any provision to the contrary in this Agreement, Distributor and Accuray may agree, by execution of a written agreement, to modify any term or provision of this Agreement, including, without limitation, the duties of the parties, the Quote and Purchase Order approval procedure, the pricing of the Products and Services, and the payment terms, with respect to any single or number of Customer opportunities, Quotes, or Purchase Orders. 12.3. Publicity. Both parties may not use the other party's name or trademarks on its literature, signs, or letterhead, nor may it make press releases or other public statements disclosing its relationship under this Agreement or otherwise without the prior written consent of the other party, which shall not be unreasonably withheld or delayed. 12.4. Goodwill. Distributor agrees that it will help develop and work to preserve the goodwill of Accuray, and will not unreasonably harm that goodwill. In the event of termination of this Agreement for any reason, Distributor will not do anything to unreasonably harm the goodwill of Accuray. 12.5. Titles.",441,['liability_risk'],['Cap On Liability' 'Uncapped Liability'],"11.3. Liability Cap. Without affecting Section 10 or the respective obligations of the parties under the Confidentiality Agreement and except for any liability (i) relating to any breach associated with the unauthorized use of Intellectual Property, (ii) arising from the intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or regulation, the total aggregate liability of one party to another party for any claim relating to",false_positive
05518bc4b022,change_of_control,0,1,0.7018147886787165,tfidf_logistic_regression,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,"4.2 Unauthorized Sales of Products. If during the term of this Agreement, Hydraspin has actual knowledge of any unauthorized sale of any of the Products in the Territory, Hydraspin shall take commercially reasonable action as soon as reasonably possible to bring such selling activities to an end. 4.3 Product Adulteration. Distributor shall not modify, alter and/or change any Product as provided by Hydraspin without the prior written consent of Hydraspin. 4.4 Supply of Products. Hydraspin shall use its commercially reasonable efforts to supply the Products as provided in this Agreement. In the event that the demand for any Product exceeds Hydraspin's delivery capabilities, Hydraspin shall exercise a good faith effort to allocate available Products production resources on a pro rata basis so that Distributor will receive Product in the same ratio as Distributor's purchases of such Product during the period contemplated by the purchase order bears to Hydraspin's total distribution of such Product during such period. 4.5 Regulatory Approvals. Hydraspin shall be responsible, at its sole expense, for obtaining all required approvals, notices, filings and applications for Products in the Territory under all applicable Laws and shall own all regulatory approvals with respect to Products. Distributor shall have the right to rely on all such approvals, notices, filings and applications in the Territory to the extent necessary to perform its obligations hereunder. Hydraspin shall be responsible for undertaking all activities required under all applicable Laws in the Territory. If any separate regulatory approval is required to be made by Distributor, Hydraspin shall assist Distributor in obtaining such regulatory approval. 4.6 Product Information. Hydraspin will, at its sole cost and to the extent it is available from the manufacturer of the Product, furnish Distributor with a reasonable supply of sales and technical information, literature and other marketing materials regarding Hydraspin and the Products in order to aid Distributor in effectively carrying out its activities under this Agreement. 4.7 Problem Identification. During the term of this Agreement, Distributor shall provide Hydraspin with written notice of any claim or legal proceeding in the Territory involving any of the Products promptly after Distributor has actual knowledge of such claim or legal proceeding. Likewise, during the term of this Agreement, Hydraspin shall provide Distributor with written notice of any claim or legal proceeding in the Territory involving any of the Products promptly after Hydraspin has actual knowledge of such claim or legal proceeding. Distributor will also keep Hydraspin informed as to any problems encountered with any of the Products. Hydraspin will repair or replace all defective or damaged Products at the time of delivery at its sole cost and expense. ARTICLE V. ORDERS AND DELIVERY 5.1 Orders.",442,[],[],"4.2 Unauthorized Sales of Products. If during the term of this Agreement, Hydraspin has actual knowledge of any unauthorized sale of any of the Products in the Territory, Hydraspin shall take commercially reasonable action as soon as reasonably possible to bring such selling activities to an end. 4.3 Product Adulteration. Distributor shall not modify, alter and/or change any Product as provided by Hydraspin without the prior written consent of Hydraspin. 4.4 Supply of Products. Hydraspin shall u",false_positive
2b5ff87fe187,change_of_control,0,1,0.700129114106848,tfidf_logistic_regression,FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,"13. Entire Agreement . This Agreement, which includes the Deal Terms and any and all exhibits, schedules or attachments to this Agreement, contains the entire agreement of the Parties, and supersedes any prior written or oral agreements between them concerning the subject matter contained herein. There are no representations, agreements, arrangements, or understandings, oral or written, between and among the Parties hereto, relating to the subject matter contained in this Agreement that are not fully expressed herein. 14.. Notices. All notices, statements or requests for approvals (""Notices"") that either Party hereto is required or may desire to give to the other shall be given in writing by addressing the same to the other at the addresses set forth herein, or at such other address as may be designated, in writing, by any such Party in a Notice to the other. Notices shall be made by personal delivery, overnight courier, first class registered mail (postage prepaid and return receipt requested), facsimile or e-mail. A Notice shall be deemed served and received on the date executed on a receipt of acceptance or if by personal delivery, upon physical delivery of the same. 15. Governing Law. All questions with respect to the construction of this Agreement, and the rights and liabilities of the Parties hereto, shall be governed by the laws of the State of Florida. The Parties also agree that the venue for this Agreement shall be in the County of Brevard, Florida. The Parties expressly waive any claim to jurisdiction in any federal or other state forum or venue in any other county or place. In the event of any controversy, claim or dispute between the Parties hereto, including, but not limited to, any action at law or in equity, including any action for declaratory or injunctive relief, arising out of or relating to this Agreement or the breach thereof, the prevailing Party shall be entitled to recover from the losing Party all of his or her actual attorney's fees and costs in bringing, prosecuting, or defending said action. 16. Successors and Assigns. Subject to the restrictions against assignment as herein contained, this Agreement shall be binding upon and inure to the benefit of the Parties, their predecessors, assigns, successors in interest, personal representatives, their past and present attorneys, principals, employees, independent contractors, officers, directors, shareholders, parents, issue, subsidiaries, agents, servants, estates, heirs, administrators, executors, conservators, trustees, legatees, and other affiliated entities of each of the Parties hereto. 17. Modification, Severability & Waiver . This Agreement may not be altered, modified, or changed in any manner except by a writing executed by the Party against whom it is to be enforced. Waiver of the breach of any of the provisions of this Agreement shall not be deemed to be a waiver of any other breach of the same or any other provision of this Agreement.",474,[],[],"13. Entire Agreement . This Agreement, which includes the Deal Terms and any and all exhibits, schedules or attachments to this Agreement, contains the entire agreement of the Parties, and supersedes any prior written or oral agreements between them concerning the subject matter contained herein. There are no representations, agreements, arrangements, or understandings, oral or written, between and among the Parties hereto, relating to the subject matter contained in this Agreement that are not ",false_positive
11c433fc84a9,change_of_control,0,1,0.6982062190320192,tfidf_logistic_regression,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,"Oncology Care Systems price book and sales operation system, such that all of Distributor's sales representatives can access quotations for Products and Services at least as easily as all other systems then available for purchase from Distributor. Moreover, Distributor represents and warrants that, on the date hereof and during the Term of this Agreement and any extension thereof, it (i) possesses the knowledge, experience, skills, and ability required to properly fulfill its obligations under this Agreement; and (ii) has the required facilities, manpower, capacity, financial strength, and knowledge to market and distribute Accuray's Products and Services in connection with Multiple LINAC or Multi-Modality Purchases. 3.3. Distributor Personnel. During the Term of this Agreement and any extension thereof, Distributor agrees to use commercially reasonable efforts to employ qualified sales and technical personnel familiar with the Products and Services, including, without limitation, at least one person in Distributor's Oncology Care Systems sales group with a primary responsibility for sales of Products, to perform the marketing and sales requirements as set forth herein. 3.4. Distributor Personnel Sales Training. Distributor shall use commercially reasonable efforts to cause each of its Oncology Care Systems sales personnel with any sales duties related to the Systems to attend any training provided by Accuray in such personnel's Accuray Region pursuant to Section 4.12. 3.5. Offers. Distributor shall inform Accuray of all potential Customers for Multiple LINAC or Multi-Modality Purchases during the Term of this Agreement or any extension thereof. Distributor shall offer such potential Customers only those Products or Services described in then current price lists, and only in accordance with the applicable Customer Quote and this Agreement. 3.6. Purchase Schedule. For each sale completed by Distributor, the resulting contract for the sale of Products shall be between Distributor and the Customer and the Service Agreement, if any, shall be between Accuray and the Customer or Accuray and the Distributor, as determined pursuant to Section 4.8. For each such sale, Distributor must send a Purchase Order to Accuray at least six (6) months prior to the expected shipment date. 3.7. Customer Complaints. Distributor shall report promptly and in writing to Accuray any complaints or expressions of dissatisfaction by the Customers to Distributor relating to the Products or Services. Any such reports shall be provided to Accuray via electronic mail to the following address: complaints@accuray.com. 3.8. Warranty. Distributor will not make any warranties or representations in Accuray's name or on Accuray's behalf other than the warranty provided by Accuray pursuant to Section 4.6 unless approved in advance in writing by Accuray. 3.9. Service Agreements.",425,[],[],"Oncology Care Systems price book and sales operation system, such that all of Distributor's sales representatives can access quotations for Products and Services at least as easily as all other systems then available for purchase from Distributor. Moreover, Distributor represents and warrants that, on the date hereof and during the Term of this Agreement and any extension thereof, it (i) possesses the knowledge, experience, skills, and ability required to properly fulfill its obligations under t",false_positive
f5ca2d0e6bc5,change_of_control,0,1,0.6897887706778103,tfidf_logistic_regression,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,"2.1 Grant of Licenses. (a) License to Vyera. CytoDyn hereby grants to Vyera, and Vyera hereby accepts, an exclusive royalty-bearing license (or sublicense, as the case may be), under the CytoDyn Patents, the CytoDyn Know-How and the Inventions (if any) solely to Commercialize, use, have used, offer for sale and sell Licensed Products in the Field in the Territory. (b) Sublicense Rights. The licenses granted to Vyera under this Agreement shall not be transferrable and/or sublicensable without CytoDyn's written consent, which it may grant, condition or withhold in its sole discretion.",91,['ip_risk' 'exclusivity'],['License Grant' 'Exclusivity'],"2.1 Grant of Licenses. (a) License to Vyera. CytoDyn hereby grants to Vyera, and Vyera hereby accepts, an exclusive royalty-bearing license (or sublicense, as the case may be), under the CytoDyn Patents, the CytoDyn Know-How and the Inventions (if any) solely to Commercialize, use, have used, offer for sale and sell Licensed Products in the Field in the Territory. (b) Sublicense Rights. The licenses granted to Vyera under this Agreement shall not be transferrable and/or sublicensable without Cyt",false_positive
0d8bbcac29cb,change_of_control,0,1,0.6870952259405803,tfidf_logistic_regression,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,"During the term of this Agreement, Licensee shall use the Licensed Mark only to the extent permitted under this License, and except as provided above, neither Licensee nor any affiliate, owner, director, officer, employee or agent thereof shall otherwise use the Licensed Mark or any derivative thereof in the Territory without the prior express written consent of Licensor in its sole and absolute discretion and shall not use the Licensed Mark for any purpose outside the Territory. All rights not expressly granted to Licensee hereunder shall remain the exclusive property of the Licensor. 1.2. Nothing in this Agreement shall preclude Licensor or any of its successors or assigns from using or permitting other entities to use the Licensed Mark, whether or not such entity directly or indirectly competes or conflicts with Licensee's business in any manner.",136,[],[],"During the term of this Agreement, Licensee shall use the Licensed Mark only to the extent permitted under this License, and except as provided above, neither Licensee nor any affiliate, owner, director, officer, employee or agent thereof shall otherwise use the Licensed Mark or any derivative thereof in the Territory without the prior express written consent of Licensor in its sole and absolute discretion and shall not use the Licensed Mark for any purpose outside the Territory. All rights not ",false_positive
9c09332c5880,change_of_control,0,1,0.6850080370470143,tfidf_logistic_regression,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2,"EXHIBIT B MUTUAL TERMINATION AGREEMENT THIS MUTUAL TERMINATION AGREEMENT (""Termination Agreement"") is made and entered into this day of , 2009, by and between Beijing SINA Internet Information Service Co. (""Beijing SINA"") and Shanghai SINA Leju Information Technology Co. Ltd. (""SINA Leju""). WITNESSETH: WHEREAS, Beijing SINA and SINA Leju entered into that certain Domain Name License Agreement dated May 8, 2008 (the ""Original Agreement""); and WHEREAS, Beijing SINA and SINA Leju desire to mutually terminate the Original Agreement effective as of the date of this Termination Agreement. NOW, THEREFORE, in consideration of the mutual covenants and conditions contained herein, and other good and valuable consideration, receipt of which is hereby acknowledged by each of the parties hereto, the parties agree as follows: 1. Beijing SINA and SINA Leju agree that, upon the date of execution of this Termination Agreement, the Agreement shall terminate and be of no further force or effect, and, for the avoidance of doubt, no provisions of the Original Agreement survive such termination. 2. This Termination Agreement represents the complete, integrated, and entire agreement between the parties, and may not be modified except in writing signed by the parties. 3. This Termination Agreement shall be governed by the laws of the PRC, without regard to conflicts of law principles. 4. This Termination Agreement may be executed in one or more counterparts, each of which shall be deemed an original but all of which together will constitute one and the same instrument. 5. This Termination Agreement shall be binding upon and inure to the benefit of the parties hereto and their respective successors and assigns. [SIGNATURES ON NEXT PAGE] 18",272,[],[],"EXHIBIT B MUTUAL TERMINATION AGREEMENT THIS MUTUAL TERMINATION AGREEMENT (""Termination Agreement"") is made and entered into this day of , 2009, by and between Beijing SINA Internet Information Service Co. (""Beijing SINA"") and Shanghai SINA Leju Information Technology Co. Ltd. (""SINA Leju""). WITNESSETH: WHEREAS, Beijing SINA and SINA Leju entered into that certain Domain Name License Agreement dated May 8, 2008 (the ""Original Agreement""); and WHEREAS, Beijing SINA and SINA Leju desire to mutually",false_positive
7de077a259f2,change_of_control,0,1,0.6818031770641859,tfidf_logistic_regression,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,"The Beneficiary shall not be entitled to assign or transfer any right, title or interest in this StandBy Letter of Credit to any other party.",25,[],[],"The Beneficiary shall not be entitled to assign or transfer any right, title or interest in this StandBy Letter of Credit to any other party.",false_positive
659ade3b99c4,change_of_control,0,1,0.6808724751103105,tfidf_logistic_regression,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,"(b) The Parties agree that the appropriate, exclusive and convenient forum for any disputes between the Parties arising out of this Agreement or the transactions contemplated hereby shall be in any state or federal court in Harris County, Texas, and each of the Parties irrevocably submits to the jurisdiction of such courts solely in respect of any proceeding arising out of or related to this Agreement. The Parties further agree that the Parties shall not bring suit with respect to any disputes arising out of this Agreement or the transactions contemplated hereby in any court or jurisdiction other than the above specified courts. (c) EACH PARTY HERETO WAIVES, TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, ANY RIGHT IT MAY HAVE TO A TRIAL BY JURY IN RESPECT OF ANY DISPUTE ARISING FROM OR UNDER THIS AGREEMENT. 16.5 Non-Waiver. No waiver by either Party hereto of any one or more defaults by the other in the performance of any of the provisions of this Agreement shall be construed as a waiver of any other default or defaults whether of a like kind or different nature. Any delay, less than any applicable statutory period of limitations, in asserting or enforcing any rights under this Agreement, shall not be deemed a waiver of such rights. Failure of either Party to enforce any provision of this Agreement or to require performance by the other Party of any of the provisions hereof shall not be construed to affect the validity of this Agreement or any part thereof, or the right of either Party thereafter to enforce each and every provision hereof. 16.6 Severability. If any term or other provision or portion of a provision of this Agreement is determined to be invalid, illegal or incapable of being enforced by any rule of Law or public policy, all other terms and conditions of this Agreement shall nevertheless remain in full force and effect. 16.7 Amendments. This Agreement shall not be altered or amended, except by an agreement in writing executed by all parties to this Agreement in accordance with the limited partnership agreement of Transporter. 16.8 Confidentiality. (a) Confidentiality. Except as otherwise provided in this Section 16.8, each Party agrees that it shall maintain all terms and conditions of this Agreement, and all information disclosed to it by the other Party or obtained by it in the performance of this Agreement and relating to the other Party's business (including all data relating to the production of Shipper, including well data, production volumes, volumes gathered, transported, or compressed, and quality) (collectively, ""Confidential Information"") as confidential, and that it shall not cause or permit disclosure of this Agreement or its existence or any provisions contained herein without the express written consent of the other Party.",458,[],[],"(b) The Parties agree that the appropriate, exclusive and convenient forum for any disputes between the Parties arising out of this Agreement or the transactions contemplated hereby shall be in any state or federal court in Harris County, Texas, and each of the Parties irrevocably submits to the jurisdiction of such courts solely in respect of any proceeding arising out of or related to this Agreement. The Parties further agree that the Parties shall not bring suit with respect to any disputes a",false_positive
0e0264d183be,change_of_control,0,1,0.6800688517871162,tfidf_logistic_regression,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,"5.5 Decisions that are not Reserved. Notwithstanding anything to the contrary in this Article 5 or any other section of this Agreement: (a) the Minimum Requirements may not be modified, amended or otherwise changed without the written consent of CytoDyn, such consent not to be unreasonably withheld, conditioned or delayed; and [***].",52,[],[],"5.5 Decisions that are not Reserved. Notwithstanding anything to the contrary in this Article 5 or any other section of this Agreement: (a) the Minimum Requirements may not be modified, amended or otherwise changed without the written consent of CytoDyn, such consent not to be unreasonably withheld, conditioned or delayed; and [***].",false_positive
5d92e7d59c8c,change_of_control,0,1,0.667833111457952,tfidf_logistic_regression,"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","(a) It is understood and acknowledged that Array's decision to select Ono to commercialize Products in the Ono Territory was based in part on the understanding that Ono currently markets pharmaceutical products in the Ono Territory and that Ono intends to market Products in the same manner. Ono shall have the right, in accordance with this Section 2.2, to grant sublicenses under the Array Patents and Array Know-How to its Affiliates and to Third Parties, provided that Ono shall not engage a Third Party as either (i) a Sublicensee of the Product, or (ii) as a distributor of the Product, without Array's prior written consent. For clarity, a wholesaler shall not be considered a ""distributor"" for purposes of the foregoing restriction.",121,[],[],"(a) It is understood and acknowledged that Array's decision to select Ono to commercialize Products in the Ono Territory was based in part on the understanding that Ono currently markets pharmaceutical products in the Ono Territory and that Ono intends to market Products in the same manner. Ono shall have the right, in accordance with this Section 2.2, to grant sublicenses under the Array Patents and Array Know-How to its Affiliates and to Third Parties, provided that Ono shall not engage a Thir",false_positive
85a4d39830e9,change_of_control,0,1,0.6649622758384454,tfidf_logistic_regression,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,7.2. Prior Approval of Product Claims. Distributor hereby agrees to obtain the prior written consent of Vendor prior to the use of any product claims with respect to the Products in its marketing materials.,34,[],[],7.2. Prior Approval of Product Claims. Distributor hereby agrees to obtain the prior written consent of Vendor prior to the use of any product claims with respect to the Products in its marketing materials.,false_positive
21dd3dc1bcc3,change_of_control,0,1,0.6553953419128168,tfidf_logistic_regression,BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,"9.04. Entire Agreement. The entire Agreement between the Company and the Distributor covering the Products is set forth herein and any amendment or modification shall be in writing and shall be executed by duly authorized representatives in the same manner as this Agreement. The provisions of this Agreement are severable, and if any one or more such provisions are determined to be illegal or otherwise unenforceable, in whole or in part, under the laws of any jurisdiction, the remaining provisions or portions hereof shall, nevertheless, be binding on and enforceable by and between the parties hereto. Any provisions, terms or conditions of Distributor's purchaseoOrders which are, in any way contradicting of this Agreement, except those additional provisions specifying quantity and shipping instructions, shall not be binding upon Company and shall have no applicability to the sale of goods by Company to Distributor.",142,[],[],"9.04. Entire Agreement. The entire Agreement between the Company and the Distributor covering the Products is set forth herein and any amendment or modification shall be in writing and shall be executed by duly authorized representatives in the same manner as this Agreement. The provisions of this Agreement are severable, and if any one or more such provisions are determined to be illegal or otherwise unenforceable, in whole or in part, under the laws of any jurisdiction, the remaining provision",false_positive
